day,DVS,LAI,TAGP,TWSO,NAVAIL,NuptakeTotal
11-14,0.004018044576636,0.702717720007676,693.083635634882,0,28.5293023187695,23.6957217442388
11-15,0.004453929906397,0.713960096805814,704.171882255937,0,28.550449918633,24.4113772844037
11-16,0.005194297359767,0.728025467781683,718.04442050985,0,28.6072118093634,25.3064097337667
11-17,0.005949951217119,0.742720168859502,732.537660907248,0,28.7135077434984,26.2409097564628
11-18,0.006710158889663,0.743436855738903,733.24452218859,0,30.1328095211855,26.286458170313
11-19,0.007340438721816,0.753649910282561,743.317558306107,0,30.5928797843887,26.9351267591419
11-20,0.007410968197571,0.754949220046609,744.599054857912,0,31.0068538139886,27.0176071043138
11-21,0.007501910637111,0.756600380955571,746.227578763341,0,31.0044205430048,27.1224168054334
11-22,0.007849916069601,0.762538490572516,752.084278381029,0,30.5391550070331,27.4993177065124
11-23,0.00836521605756,0.765334851135491,754.842301539334,0,30.9215037817071,27.6767551926088
11-24,0.009046194759173,0.775363817993374,764.733773767254,0,30.9259968651267,28.3128482294017
11-25,0.009772882067606,0.787097149846375,776.306244572032,0,30.7157249172454,29.0566163228647
11-26,0.010520802301505,0.798702766660918,787.752751279619,0,30.4514520882837,29.7918397580301
11-27,0.01112899281003,0.807017626201264,795.953616173069,0,30.2903682723866,30.3182605594278
11-28,0.011634759453074,0.807017626201264,795.953616173069,0,30.9478510853719,30.3182605594278
11-29,0.012334435209408,0.810481580486092,799.370080510095,0,31.4298350161337,30.5373610578957
11-30,0.01297674601596,0.820517282474054,809.268195531143,0,31.3757912624577,31.1717610875074
12-01,0.013539004838363,0.828139782504713,816.786192990804,0,31.4171493182685,31.6533516140195
12-02,0.013998998294743,0.829359747575863,817.989432645627,0,31.4091616737518,31.7303926537722
12-03,0.014216027633245,0.833428101846047,822.002010795213,0,31.4487779010703,31.9872104372426
12-04,0.01424204935613,0.833428101846047,822.002010795213,0,31.6361438525885,31.9872104372426
12-05,0.014258394826843,0.833428101846047,822.002010795213,0,31.750155234908,31.9872104372426
12-06,0.014556491817838,0.833428101846047,822.002010795213,0,31.9362507498113,31.9872104372426
12-07,0.015028257679906,0.838295908730518,826.803081263481,0,32.0477091263573,32.2943497985024
12-08,0.015381220230072,0.844217920138891,832.643903375013,0,32.1840674645382,32.667856593557
12-09,0.015622147004069,0.847900969965039,836.276459508226,0,32.5329491003622,32.9000807965216
12-10,0.015622147004069,0.847900969965039,836.276459508226,0,32.9268909288953,32.9000807965216
12-11,0.015622147004069,0.847900969965039,836.276459508226,0,33.3248595185983,32.9000807965216
12-12,0.015622147004069,0.847900969965039,836.276459508226,0,33.7556376678123,32.9000807965216
12-13,0.015622147004069,0.847900969965039,836.276459508226,0,34.1878065555672,32.9000807965216
12-14,0.015622147004069,0.847900969965039,836.276459508226,0,34.6163040971543,32.9000807965216
12-15,0.015622147004069,0.847900969965039,836.276459508226,0,35.0428251545765,32.9000807965216
12-16,0.015622147004069,0.847900969965039,836.276459508226,0,35.4748103655602,32.9000807965216
12-17,0.015622147004069,0.847900969965039,836.276459508226,0,35.9675620435979,32.9000807965216
12-18,0.015622147004069,0.847900969965039,836.276459508226,0,36.4431735952067,32.9000807965216
12-19,0.015622147004069,0.847900969965039,836.276459508226,0,36.9314976727027,32.9000807965216
12-20,0.016094016342982,0.847900969965039,836.276459508226,0,37.6856695254493,32.9000807965216
12-21,0.016873789317953,0.847900969965039,836.276459508226,0,38.7901752791762,32.9000807965216
12-22,0.017524705023337,0.856997791388193,845.248565782438,0,39.1884929560175,33.4729322488861
12-23,0.018239423464759,0.867127236227608,855.239138463867,0,39.4922639791452,34.1104598520426
12-24,0.0190218223508,0.867127236227608,855.239138463867,0,40.4688824765517,34.1104598520426
12-25,0.019749474550032,0.871434192169139,859.487047115499,0,40.9792813465784,34.3811881016384
12-26,0.020446205054453,0.871434192169139,859.487047115499,0,41.9827786209003,34.3811881016384
12-27,0.021022398712126,0.874890084244173,862.895559773611,0,42.4684554651612,34.5981578558477
12-28,0.021414950142017,0.881231260683532,869.149800268281,0,42.7853529487078,34.9960786778728
12-29,0.022165627751722,0.881231260683532,869.149800268281,0,43.3773740693352,34.9960786778728
12-30,0.022988495373836,0.881979791202478,869.888068620826,0,43.9536557835619,35.0430048370582
12-31,0.023738626067453,0.88382636204548,871.709323438922,0,44.4029495006761,35.1586874142147
01-01,0.025036776506435,0.88382636204548,871.709323438922,0,45.5269078010369,35.1586874142147
01-02,0.026199966507157,0.893474141195113,881.224833946835,0,45.8161487399354,35.7620423921207
01-03,0.027107213936603,0.897365072786839,885.062421838558,0,46.0115559050149,36.0051334515765
01-04,0.027727157411382,0.903134407349075,890.752660265368,0,45.9477805562005,36.3653016080698
01-05,0.02885224254664,0.903134407349075,890.752660265368,0,46.55254681481,36.3653016080698
01-06,0.029930421801447,0.913850707733708,901.322042849111,0,46.392141595885,37.0333037319431
01-07,0.031029904187791,0.923898757419804,911.232336284437,0,45.7957506427662,37.659073726797
01-08,0.032096460107535,0.934836782950387,922.020404217776,0,44.3226313738079,38.3396293199026
01-09,0.033061743782406,0.942154850014322,929.238142410626,0,42.2634521357285,38.7945384291654
01-10,0.033849188742827,0.946110913417885,933.139969173317,0,42.9029352608382,39.0402538394914
01-11,0.034613595495503,0.950509915991536,937.47866252074,0,43.509424627033,39.3132963121898
01-12,0.03583950831379,0.963429645739354,950.221266001609,0,43.9112929579605,40.1146876613974
01-13,0.037195520389487,0.963429645739354,950.221266001609,0,44.9035176268116,40.1146876613974
01-14,0.03829009036647,0.965650492069323,952.411665083255,0,45.5267205039751,40.2521382103074
01-15,0.039438137074036,0.965650492069323,952.411665083255,0,46.5690919268724,40.2521382103074
01-16,0.040298679262029,0.972083627142674,958.756603482018,0,46.9583507679884,40.6495239139119
01-17,0.040889906233882,0.972083627142674,958.756603482018,0,47.7979670106251,40.6495239139119
01-18,0.04105494532737,0.974082770574123,960.728339156493,0,48.1926929428365,40.7728599298702
01-19,0.041260313551788,0.976721300569278,963.330695564631,0,48.0431509508036,40.9356193582057
01-20,0.041477038835653,0.979480547177986,966.052113591709,0,47.7767872628266,41.1057951079297
01-21,0.041502405919893,0.979480547177986,966.052113591709,0,46.5127427027738,41.1057951079297
01-22,0.041502405919893,0.979480547177986,966.052113591709,0,44.0089568640897,41.1057951079297
01-23,0.041584018679917,0.979480547177986,966.052113591709,0,43.8968567595333,41.1057951079297
01-24,0.041908169226613,0.981850631542934,968.38970469216,0,43.5655622259049,41.2519285517696
01-25,0.042003792768844,0.981850631542934,968.38970469216,0,43.2046954606444,41.2519285517696
01-26,0.042003792768844,0.981850631542934,968.38970469216,0,42.7622995124091,41.2519285517696
01-27,0.042574143344285,0.985110235550124,971.604620342798,0,42.2981214836117,41.4528347120429
01-28,0.04325682592499,0.988852429799933,975.295510044401,0,41.8295872700565,41.6833717881858
01-29,0.04374024645281,0.992995756685109,979.382032953159,0,41.3859499927163,41.9384700015527
01-30,0.044356821313323,0.996766031162798,983.100617909732,0,40.9762527056661,42.1705029458626
01-31,0.045747824545487,1.01014288552783,996.294078943526,0,40.061482430874,42.9933119442191
02-01,0.046995632246358,1.01800424358298,1004.04765974383,0,39.4896938733804,43.476281274018
02-02,0.048621487471322,1.02751476770192,1013.42779695323,0,38.9743922125598,44.0599369015017
02-03,0.05063754384722,1.03359058020787,1019.42031158772,0,38.7024749845776,44.4322803847108
02-04,0.052831453752557,1.04029095341335,1026.02882435059,0,38.5145841183304,44.8421797761679
02-05,0.054755757955733,1.04277801023092,1028.48178424056,0,38.4036932779538,44.9940365647109
02-06,0.056385791329617,1.05765919837613,1043.15895501425,0,37.7284491255935,45.901140389235
02-07,0.057412081908512,1.06808996782181,1053.44672121687,0,37.1980345024598,46.5360576913971
02-08,0.05773380227699,1.07117429949164,1056.48876747011,0,37.0276259791218,46.7236314039014
02-09,0.05818163489557,1.07573620887343,1060.98813421403,0,36.7729147520438,47.0009859270763
02-10,0.058696565765269,1.08104217819314,1066.22136002002,0,36.5755322294188,47.3234512598952
02-11,0.059812168115468,1.09214286678244,1077.16986094218,0,36.0782002561017,47.9977810048699
02-12,0.061938312269471,1.10894825420066,1093.74485069759,0,35.229918315636,49.01765426252
02-13,0.06395644355183,1.12655797498208,1111.11314660675,0,34.5638603497222,50.0843475119261
02-14,0.066440988780929,1.14698791023232,1131.26299254897,0,33.6534773527626,51.3196782459437
02-15,0.068729389411617,1.16640934050688,1150.41815986676,0,32.7399853388177,52.4914596921981
02-16,0.070955103527161,1.18571377405471,1169.45793445371,0,31.791796225173,53.6538308917667
02-17,0.073689963570891,1.1913429837371,1175.00996907777,0,31.6650321432187,53.9921136877516
02-18,0.077644639535443,1.20011271610943,1183.65947061032,0,31.3956454773999,54.5178470864697
02-19,0.081550511283192,1.20961801335767,1193.03445260811,0,31.1215287648737,55.085675814925
02-20,0.084684366818911,1.21675221350816,1200.07084465696,0,31.0363078144311,55.5103764771247
02-21,0.087691527721555,1.23098893443773,1214.11238369952,0,30.4575007063292,56.3555172128596
02-22,0.090897919898507,1.25259705715829,1235.4242644562,0,29.4336130418543,57.6347911628554
02-23,0.093959719455807,1.27389424745975,1256.42947559956,0,28.4182735580466,58.8920222318228
02-24,0.0970136280284,1.29218039359659,1274.46492324152,0,27.6961921121305,59.9685231470066
02-25,0.09867527338952,1.30426442945202,1286.38328998447,0,27.329656070386,60.6779431425689
02-26,0.100210352210027,1.31929299433689,1301.20581699953,0,26.7088873567867,61.5588990540993
02-27,0.100885936599806,1.32613298432625,1307.95203243507,0,26.4901121925438,61.9591723455866
02-28,0.101532330959919,1.33263143968478,1314.36139559421,0,26.2557736597284,62.3388614798194
03-01,0.102163349625384,1.33893228789282,1320.57586074754,0,26.0080063258626,62.7064517168414
03-02,0.102835397832394,1.34490898250246,1326.47061636731,0,25.7624828875129,63.0546198069499
03-03,0.104119224310054,1.35360987420951,1335.05222102291,0,25.3578791783453,63.5606934542365
03-04,0.105446945434236,1.36082120777668,1342.16468900857,0,25.0401440009645,63.9788818537254
03-05,0.107800760045624,1.36909505426588,1350.32510312956,0,24.6790827029475,64.4572124366391
03-06,0.109756752208952,1.38207644949213,1363.12852667055,0,24.1122388803864,65.2036255291532
03-07,0.111566612125882,1.39718129387499,1378.02628741075,0,23.5088291753277,66.0682263040281
03-08,0.11284030904585,1.40587922074325,1386.60496787476,0,23.428503037732,66.56402672011
03-09,0.113270912087196,1.40954097992169,1390.21652524972,0,23.3860114836665,66.7721451894443
03-10,0.113900589185909,1.4151185864774,1395.71766421307,0,23.5243432218552,67.088839081759
03-11,0.114805162900262,1.41711464536378,1397.68635763082,0,24.2250936319103,67.2020108653425
03-12,0.115406045810365,1.42015346897495,1400.68351972951,0,24.1606067471913,67.3739482671581
03-13,0.118741591805885,1.43135371918191,1411.73021730443,0,23.7026856978841,68.0067902680682
03-14,0.125937448459135,1.4748045847141,1454.58538232603,0,21.8123544203572,70.4432413105915
03-15,0.129591519388365,1.50608080975582,1485.43281813655,0,20.6374216668096,72.1685937780075
03-16,0.13208353987021,1.53079720348635,1509.81035628423,0,19.61758636893,73.520873002205
03-17,0.13642177728355,1.56240409973199,1540.98392987908,0,18.1493065287277,75.240475203249
03-18,0.143012427939346,1.60604916609018,1584.03063328188,0,16.0589488576351,77.5920405313579
03-19,0.150373466142809,1.6636561464771,1640.84783636034,0,13.4484918411578,80.6505853507958
03-20,0.157041946153387,1.70739367909726,1683.98573833576,0,11.477229198865,82.935207178291
03-21,0.161873911099784,1.71427266195574,1690.77041205791,0,11.4161514299555,83.2892965746767
03-22,0.168570980363161,1.74334753372281,1719.44667459718,0,49.2611952574984,84.7701563511727
03-23,0.175207612789148,1.75531584639823,1731.25090469601,0,50.083080832805,85.3709093802935
03-24,0.183519955749726,1.82415402995467,1799.14533395457,0,51.0945335930206,88.7769665431908
03-25,0.190680325655515,1.86478497991768,1839.21924374491,0,50.9358460418967,90.7517099504366
03-26,0.19682178918044,1.92171025871786,1895.36409119508,0,50.6805893065896,93.4763354582837
03-27,0.201037780200926,1.94950492701573,1922.77770153487,0,50.3875007561028,94.7893991823538
03-28,0.203546886379985,1.98265343983972,1955.47175652993,0,49.9854070445286,96.3410884839086
03-29,0.206563363362095,2.0225953830251,1994.86610565342,0,48.8452959710698,98.1998479751239
03-30,0.213747780380564,2.06662562917842,2038.29270813259,0,48.5263025718034,100.234511056188
03-31,0.222924232020454,2.14975817792966,2120.28553041046,0,47.5746182605657,104.012674173896
04-01,0.230308872461443,2.15210528394774,2122.61635876196,0,48.8402652253156,104.117592177836
04-02,0.237156855016995,2.17355888586275,2144.23013806264,0,48.7768385499341,105.069578365108
04-03,0.241379390709947,2.22695227573298,2198.7554372875,0,47.4961079720655,107.423240939896
04-04,0.244390184197534,2.26865416239632,2241.70236096266,0,45.9215013612658,109.254203846263
04-05,0.24760639371041,2.31321367001556,2287.87126728925,0,44.3741580890803,111.205157122263
04-06,0.2516955452387,2.36701957891776,2343.98503072219,0,42.3344879652063,113.553993811988
04-07,0.256442387990131,2.4007125325844,2379.41768995183,0,41.4511574654453,115.019389664396
04-08,0.262804776811436,2.44236968588349,2423.65623887929,0,39.8062507252072,116.823550654395
04-09,0.270028703957498,2.52291389168663,2510.33315083907,0,36.4271702599269,120.292728735716
04-10,0.278304015086258,2.6153491418494,2611.3370563563,0,32.5666958438817,124.249998937403
04-11,0.287046088973648,2.68532215012276,2689.1683447234,0,30.1000408264512,127.225641958263
04-12,0.294773177443274,2.7742859701356,2790.03504907838,0,79.8483754669594,130.98333026495
04-13,0.301844451482947,2.85354381505652,2881.45843266404,0,80.5430743993702,134.311919189647
04-14,0.30859531960117,2.93979928239269,2982.56099670867,0,79.7629130964113,137.916210225789
04-15,0.315890155623612,3.02833823983458,3087.96589542693,0,78.1049791576151,141.598913041954
04-16,0.323686246088508,2.79286158138065,3204.33168891372,0,76.8790267950065,145.576769040558
04-17,0.332150243368908,2.86652955955761,3298.49961912321,0,76.3891586630369,148.721341942513
04-18,0.341100938819611,2.96480428655854,3422.25970121055,0,75.6401866956752,152.750028483892
04-19,0.348547007721734,3.01960026102046,3502.20382378056,0,74.5827288799974,155.282869590626
04-20,0.357956352728061,3.10560668727652,3635.68107468095,0,72.7241664802011,159.417180597069
04-21,0.364799779387128,3.17398151779592,3727.610915662,0,71.6936491592001,162.187782686629
04-22,0.3751346958509,3.28158070098331,3875.73919849861,0,69.1596226781702,166.447782686629
04-23,0.38500955218778,3.34763368477056,3991.12147109895,0,67.0238513743221,169.755730272889
04-24,0.395538698824626,3.43903216040997,4141.39689635393,0,63.8126634599285,173.940799159841
04-25,0.403524605549538,3.50883422757197,4256.19767278992,0,61.6000125068244,177.039695826489
04-26,0.409317959715184,3.58540221225593,4373.10467144529,0,58.8789323801573,180.13106128837
04-27,0.414569201407259,3.64054124093769,4478.36900544016,0,56.4042577635951,182.88118170828
04-28,0.421588615240602,3.72547828461961,4612.46196477748,0,53.082452179167,186.346178951762
04-29,0.431983169818917,3.74274073014571,4640.31645691438,0,52.8007561321171,187.055388375598
04-30,0.442334838205834,3.81239464781665,4780.89227047274,0,49.5638014362505,190.556514377045
05-01,0.453577081533808,3.90900320318115,4960.92490572721,0,45.6319729515556,194.816514377045
05-02,0.466531403706764,4.012259069643,5146.17613684564,0,42.403095729234,199.076514377045
05-03,0.475265998286146,4.08023639513767,5306.78530942206,0,39.2754331192194,202.787741681549
05-04,0.484505630946447,4.14688342744444,5468.15823348447,0,36.0850022794901,206.445124077861
05-05,0.499028907801776,4.25473974663117,5685.13134559177,0,32.3644578566012,210.70512407786
05-06,0.514020788465751,4.32341361579876,5867.50243650201,0,29.5307124857663,214.622896235931
05-07,0.530226546261632,4.40891058095647,6091.65710488866,0,26.0862909565138,218.882896235931
05-08,0.547490604490268,4.47037846736197,6276.11026517829,0,23.3114166392134,222.578595740812
05-09,0.56503099423157,4.54887491372343,6519.41767448367,0,19.8251957256511,226.838595740812
05-10,0.579826102751727,4.54514584253846,6556.18237095297,0,20.0036724711367,227.51822375277
05-11,0.593946031060969,4.5735818941344,6699.26651523781,0,18.4147509976028,230.07177277464
05-12,0.608783928026401,4.61843908474899,6921.15654164057,0,70.1748230872874,233.898725905088
05-13,0.625336804795251,4.65306776485379,7125.42513762499,0,70.3046891522541,237.295409129878
05-14,0.643650964079629,4.7006688967938,7381.30449535153,0,71.4035849632783,241.377227670471
05-15,0.659652450819856,4.72413477084852,7603.08604166732,0,71.737194731066,244.752848692521
05-16,0.672726886184316,4.74894059268307,7802.7857368126,0,71.6592005647379,247.667574596249
05-17,0.683723413599503,4.77478148005808,8004.32640047941,0,71.1409452432421,250.508251334298
05-18,0.694215448709618,4.78529376932846,8196.35301276091,0,70.2088537499464,253.135273122474
05-19,0.704947242165435,4.78703443332286,8398.89698423262,0,69.5595390444227,255.827294123547
05-20,0.719295393812894,4.78934420850725,8640.16030375794,0,68.3087173813202,258.940816203532
05-21,0.735536640042082,4.78520644932737,8871.86951380916,0,66.8332778003569,261.81584227018
05-22,0.754789851989686,4.7732854697138,9133.97866743713,0,65.0185687621234,264.923623042899
05-23,0.774637466622352,4.74738205491351,9400.97016387884,0,63.0000528447077,267.988168867702
05-24,0.788266342089445,4.71862198285982,9636.3771885221,0,60.5808826270098,270.615651756367
05-25,0.800501621529059,4.71790529598042,9826.41495551956,0,58.8875483791865,272.695723051345
05-26,0.814555069852657,4.6988036611468,10066.4348921209,0,56.6190302803421,275.276613976021
05-27,0.827894238033229,4.68597833372595,10296.6044773873,0,54.4962069480693,277.700909402508
05-28,0.843416206938792,4.67424500187294,10554.3759859162,0,52.1908583785732,280.362366021459
05-29,0.861548048587781,4.65432452551806,10830.1579748506,0,49.851835828485,283.143500637294
05-30,0.875921175848907,4.65086057123323,11078.2984676931,0,47.7222346346991,285.576708846909
05-31,0.890743850436948,4.63198240414346,11330.8129218206,0,45.6232405349423,287.9973816025
06-01,0.909058007434811,4.6230462429888,11608.801034486,0,43.4804028870559,290.599706098488
06-02,0.923426139801855,4.61344118175428,11855.1356991524,0,41.5718011986849,292.839789747376
06-03,0.938363698097036,4.60434436033113,12053.9331957167,0,40.1495562723723,294.607377643189
06-04,0.956533002023268,4.59421491549171,12332.2665382698,0,38.1739738028883,297.023799656858
06-05,0.974657350759504,4.58990795955018,12611.0475170505,0,36.2647230411486,299.373259958775
06-06,0.992132354119036,4.58645206747515,12886.8618116402,0,34.4272960862298,301.62805717721
06-07,1,4.58011089103579,13161.0996145669,0,32.7191017333313,303.803427939839
06-08,1.01512807609296,4.57751578967384,13418.2782938619,0,31.3810980461131,305.815457464487
06-09,1.03110105103304,4.57751578967384,13701.8416652243,283.563371362396,27.7396061908418,310.075457464487
06-10,1.05008984817988,4.56397707893248,13956.6908375533,538.412543691321,24.1531390622069,314.335457464487
06-11,1.0701386799487,4.55820774437024,14199.4934095024,781.215115640418,20.577648229278,318.595457464487
06-12,1.09149006537518,4.52650536876893,14426.1162592219,1007.83796535994,17.0876420894421,322.855457464486
06-13,1.1124698510173,4.51083223572778,14656.6934103911,1238.41511652919,13.6251316222687,327.115457464487
06-14,1.13186153824358,4.49791250597997,14904.77599913,1486.49770526808,10.0944460545539,331.375457464486
06-15,1.14934046897934,4.48462085115004,15172.8910513107,1754.61275744875,6.46639068377923,335.635457464486
06-16,1.16757433113006,4.46457612055652,15429.212963413,2010.93466955108,2.7994732097462,339.895457464486
06-17,1.18518625502049,4.42775157151145,15687.1360937959,2268.857799934,0.540873931680674,342.694930674233
06-18,1.20371544204909,4.4185641414884,15931.3929425911,2513.11464872914,0.526695836918535,343.235804605913
06-19,1.22247932330138,4.35239389751866,16018.4763038414,2600.19800997946,0.521555361213916,343.762500442832
06-20,1.24194337481871,4.29493281121244,16236.3274332538,2818.04913939186,0.505345723564005,344.284055804046
06-21,1.26210173067795,4.26122943560989,16413.5027818187,2995.22448795681,0.920954557796142,344.78940152761
06-22,1.28084800878912,4.24458993821116,16651.3668227443,3233.08852888232,0.590318891092746,345.710356085406
06-23,1.29817047551537,4.18744790425957,16761.1933864602,3342.91509259825,0.940020390469257,346.300674976499
06-24,1.31658818314584,4.11643316921686,16975.7819187247,3557.50362486274,0.610226301988131,347.240695366968
06-25,1.33623803545063,4.04622356524192,17163.9454176337,3745.66712377177,0.589215503053434,347.850921668956
06-26,1.35868465999075,3.98653756700522,17263.3924741153,3845.11418025338,0.626434397234725,348.44013717201
06-27,1.37653518872028,3.89893805198732,17457.0094061388,4038.73111227681,0.574399108220029,349.066571569244
06-28,1.3931183700744,3.79768600524222,17627.0274065441,4208.74911268214,0.499586679953574,349.640970677464
06-29,1.40922825057516,3.74706948976358,17638.5222548264,4220.24396096444,0.706044650315984,349.874890840009
06-30,1.4256588785352,3.70602630532109,17694.295105961,4276.01681209909,0.593153364423775,350.580935490325
07-01,1.44105294272808,3.59655717180164,17857.2692976971,4438.99100383517,0.450568892187222,351.174088854749
07-02,1.4567521083374,3.4786887118796,17857.2692976971,4438.99100383517,0.728215296870001,351.174088854749
07-03,1.47290892875724,3.3947165225409,17985.2784154655,4567.00012160359,0.503465519089493,351.902304151619
07-04,1.48806438632044,3.31158397378966,18094.3385315208,4676.06023765889,0.573052711423752,352.405769670708
07-05,1.50302035325635,3.23438987598634,18217.0135399964,4798.73524613442,0.501548650146413,352.978822382132
07-06,1.51646645378117,3.06062961913492,18427.1391361083,5097.56798215572,0.897402088384503,353.480371032279
07-07,1.53096085618642,3.01897246583583,18550.7820674219,5309.91805337875,0.523012435411296,354.377773120663
07-08,1.54989097798676,2.84599300986992,18586.372150433,5434.21527629934,0.488296996064185,354.900785556074
07-09,1.57263097030648,2.68705618158372,18581.9367934376,5518.48705921329,0.535087063297934,355.389082552139
07-10,1.59471773048967,2.43300391188474,18577.5014364421,5602.75884212724,0.929486402874053,355.924169615437
07-11,1.61391775100536,2.16230787703183,18597.1793935011,5711.14393909569,0.569639992282526,356.853656018311
07-12,1.63428733023345,1.93012149717676,18592.7440365057,5795.41572200964,0.631442462043255,357.423296010593
07-13,1.65062408193648,1.73996929194594,18595.4981754013,5886.87700081475,0.556226418007631,358.054738472636
07-14,1.66669484733015,1.55914763882565,18612.3027560007,5992.38872132353,0.50462784033938,358.610964890644
07-15,1.68451408397401,1.3298886835814,18607.8673990052,6076.66050423748,0.423571763020304,359.115592730983
07-16,1.70380798253728,1.22835456827367,18603.4320420098,6160.93228715143,0.474014114888233,359.539164494004
07-17,1.72063759175192,1.12406222697933,18598.9966850143,6245.20407006538,0.431543356632616,360.013178608892
07-18,1.73616464909948,0.852217024690488,18594.5613280188,6329.47585297933,0.583151991093555,360.444721965524
07-19,1.7529316723522,0.744360705503757,18590.1259710234,6413.74763589328,0.387196552738609,361.027873956618
07-20,1.76868168849602,0.658867730990379,18585.6906140279,6498.01941880722,0.585834083620247,361.415070509357
07-21,1.78399360827815,0.560337674088968,18581.2552570324,6582.29120172117,0.374242014585782,362.000904592977
07-22,1.7984880106834,0.485085637102935,18576.819900037,6666.56298463512,0.414302417762781,362.375146607563
07-23,1.81201625472368,0.381505586102686,18572.3845430415,6750.83476754907,0.459949911770199,362.789449025325
07-24,1.82728123637731,0.336964692401519,18567.949186046,6835.10655046302,0.457527639601461,363.249398937096
07-25,1.84274962016894,0.273999337198516,18563.5138290505,6919.37833337697,0.556704744247734,363.706926576697
07-26,1.85658687803166,0.221942408060676,18559.0784720551,7003.65011629091,0.338387447661494,364.263631320945
07-27,1.8707840011466,0.164988847267899,18554.6431150596,7087.92189920486,0.419531688591828,364.602018768606
07-28,1.88543486666606,0.123542132196752,18550.2077580641,7172.19368211881,0.932107201288538,365.021550457198
07-29,1.90356702774778,0.06620941577817,18545.7724010687,7256.46546503276,0.534198332108159,365.953657658487
07-30,1.91979816776638,0.027434537299132,18545.3448967799,7264.58804651844,0.593463987690116,366.487855990595
07-31,1.93566162040662,0.011173664982495,18545.3448967799,7264.58804651844,1.45244782779345,366.653150523828
08-01,1.95069190783656,0,18545.3448967799,7264.58804651844,2.13738867060489,366.653150523828
08-02,1.96576913339502,0,18545.3448967799,7264.58804651844,2.62918261003298,366.653150523828
08-03,1.98114363913907,0,18545.3448967799,7264.58804651844,3.36322539696672,366.653150523828
08-04,1.99575929927158,0,18545.3448967799,7264.58804651844,3.92317607398291,366.653150523828
